mapping	file	row#	transcription
5334	crowdsourced_diseases_top600.gmt	762	ChEA
5335	crowdsourced_diseases_top600.gmt	762	TRANSFAC and JASPAR PWMs
5336	crowdsourced_diseases_top600.gmt	762	Epigenomics Roadmap HM ChIP-seq
5337	crowdsourced_diseases_top600.gmt	762	TargetScan microRNA
5338	crowdsourced_diseases_top600.gmt	762	ENCODE TF ChIP-seq 2015
5339	crowdsourced_diseases_top600.gmt	762	ENCODE Histone Modifications 2015
5340	crowdsourced_diseases_top600.gmt	762	Transcription Factor PPIs
5341	crowdsourced_diseases_top600.gmt	763	ChEA
5342	crowdsourced_diseases_top600.gmt	763	TRANSFAC and JASPAR PWMs
5343	crowdsourced_diseases_top600.gmt	763	Epigenomics Roadmap HM ChIP-seq
5344	crowdsourced_diseases_top600.gmt	763	TargetScan microRNA
5345	crowdsourced_diseases_top600.gmt	763	ENCODE TF ChIP-seq 2015
5346	crowdsourced_diseases_top600.gmt	763	ENCODE Histone Modifications 2015
5347	crowdsourced_diseases_top600.gmt	763	Transcription Factor PPIs
5348	crowdsourced_diseases_top600.gmt	764	ChEA
5349	crowdsourced_diseases_top600.gmt	764	TRANSFAC and JASPAR PWMs
5350	crowdsourced_diseases_top600.gmt	764	Epigenomics Roadmap HM ChIP-seq
5351	crowdsourced_diseases_top600.gmt	764	TargetScan microRNA
5352	crowdsourced_diseases_top600.gmt	764	ENCODE TF ChIP-seq 2015
5353	crowdsourced_diseases_top600.gmt	764	ENCODE Histone Modifications 2015
5354	crowdsourced_diseases_top600.gmt	764	Transcription Factor PPIs
5355	crowdsourced_diseases_top600.gmt	765	ChEA
5356	crowdsourced_diseases_top600.gmt	765	TRANSFAC and JASPAR PWMs
5357	crowdsourced_diseases_top600.gmt	765	Epigenomics Roadmap HM ChIP-seq
5358	crowdsourced_diseases_top600.gmt	765	TargetScan microRNA
5359	crowdsourced_diseases_top600.gmt	765	ENCODE TF ChIP-seq 2015
5360	crowdsourced_diseases_top600.gmt	765	ENCODE Histone Modifications 2015
5361	crowdsourced_diseases_top600.gmt	765	Transcription Factor PPIs
5362	crowdsourced_diseases_top600.gmt	766	ChEA
5363	crowdsourced_diseases_top600.gmt	766	TRANSFAC and JASPAR PWMs
5364	crowdsourced_diseases_top600.gmt	766	Epigenomics Roadmap HM ChIP-seq
5365	crowdsourced_diseases_top600.gmt	766	TargetScan microRNA
5366	crowdsourced_diseases_top600.gmt	766	ENCODE TF ChIP-seq 2015
5367	crowdsourced_diseases_top600.gmt	766	ENCODE Histone Modifications 2015
5368	crowdsourced_diseases_top600.gmt	766	Transcription Factor PPIs
5369	crowdsourced_diseases_top600.gmt	767	ChEA
5370	crowdsourced_diseases_top600.gmt	767	TRANSFAC and JASPAR PWMs
5371	crowdsourced_diseases_top600.gmt	767	Epigenomics Roadmap HM ChIP-seq
5372	crowdsourced_diseases_top600.gmt	767	TargetScan microRNA
5373	crowdsourced_diseases_top600.gmt	767	ENCODE TF ChIP-seq 2015
5374	crowdsourced_diseases_top600.gmt	767	ENCODE Histone Modifications 2015
5375	crowdsourced_diseases_top600.gmt	767	Transcription Factor PPIs
5376	crowdsourced_diseases_top600.gmt	768	ChEA
5377	crowdsourced_diseases_top600.gmt	768	TRANSFAC and JASPAR PWMs
5378	crowdsourced_diseases_top600.gmt	768	Epigenomics Roadmap HM ChIP-seq
5379	crowdsourced_diseases_top600.gmt	768	TargetScan microRNA
5380	crowdsourced_diseases_top600.gmt	768	ENCODE TF ChIP-seq 2015
5381	crowdsourced_diseases_top600.gmt	768	ENCODE Histone Modifications 2015
5382	crowdsourced_diseases_top600.gmt	768	Transcription Factor PPIs
5383	crowdsourced_diseases_top600.gmt	769	ChEA
5384	crowdsourced_diseases_top600.gmt	769	TRANSFAC and JASPAR PWMs
5385	crowdsourced_diseases_top600.gmt	769	Epigenomics Roadmap HM ChIP-seq
5386	crowdsourced_diseases_top600.gmt	769	TargetScan microRNA
5387	crowdsourced_diseases_top600.gmt	769	ENCODE TF ChIP-seq 2015
5388	crowdsourced_diseases_top600.gmt	769	ENCODE Histone Modifications 2015
5389	crowdsourced_diseases_top600.gmt	769	Transcription Factor PPIs
5390	crowdsourced_diseases_top600.gmt	770	ChEA
5391	crowdsourced_diseases_top600.gmt	770	TRANSFAC and JASPAR PWMs
5392	crowdsourced_diseases_top600.gmt	770	Epigenomics Roadmap HM ChIP-seq
5393	crowdsourced_diseases_top600.gmt	770	TargetScan microRNA
5394	crowdsourced_diseases_top600.gmt	770	ENCODE TF ChIP-seq 2015
5395	crowdsourced_diseases_top600.gmt	770	ENCODE Histone Modifications 2015
5396	crowdsourced_diseases_top600.gmt	770	Transcription Factor PPIs
5397	crowdsourced_diseases_top600.gmt	771	ChEA
5398	crowdsourced_diseases_top600.gmt	771	TRANSFAC and JASPAR PWMs
5399	crowdsourced_diseases_top600.gmt	771	Epigenomics Roadmap HM ChIP-seq
5400	crowdsourced_diseases_top600.gmt	771	TargetScan microRNA
5401	crowdsourced_diseases_top600.gmt	771	ENCODE TF ChIP-seq 2015
5402	crowdsourced_diseases_top600.gmt	771	ENCODE Histone Modifications 2015
5403	crowdsourced_diseases_top600.gmt	771	Transcription Factor PPIs
5404	crowdsourced_diseases_top600.gmt	772	ChEA
5405	crowdsourced_diseases_top600.gmt	772	TRANSFAC and JASPAR PWMs
5406	crowdsourced_diseases_top600.gmt	772	Epigenomics Roadmap HM ChIP-seq
5407	crowdsourced_diseases_top600.gmt	772	TargetScan microRNA
5408	crowdsourced_diseases_top600.gmt	772	ENCODE TF ChIP-seq 2015
5409	crowdsourced_diseases_top600.gmt	772	ENCODE Histone Modifications 2015
5410	crowdsourced_diseases_top600.gmt	772	Transcription Factor PPIs
5411	crowdsourced_diseases_top600.gmt	773	ChEA
5412	crowdsourced_diseases_top600.gmt	773	TRANSFAC and JASPAR PWMs
5413	crowdsourced_diseases_top600.gmt	773	Epigenomics Roadmap HM ChIP-seq
5414	crowdsourced_diseases_top600.gmt	773	TargetScan microRNA
5415	crowdsourced_diseases_top600.gmt	773	ENCODE TF ChIP-seq 2015
5416	crowdsourced_diseases_top600.gmt	773	ENCODE Histone Modifications 2015
5417	crowdsourced_diseases_top600.gmt	773	Transcription Factor PPIs
5418	crowdsourced_diseases_top600.gmt	774	ChEA
5419	crowdsourced_diseases_top600.gmt	774	TRANSFAC and JASPAR PWMs
5420	crowdsourced_diseases_top600.gmt	774	Epigenomics Roadmap HM ChIP-seq
5421	crowdsourced_diseases_top600.gmt	774	TargetScan microRNA
5422	crowdsourced_diseases_top600.gmt	774	ENCODE TF ChIP-seq 2015
5423	crowdsourced_diseases_top600.gmt	774	ENCODE Histone Modifications 2015
5424	crowdsourced_diseases_top600.gmt	774	Transcription Factor PPIs
5425	crowdsourced_diseases_top600.gmt	775	ChEA
5426	crowdsourced_diseases_top600.gmt	775	TRANSFAC and JASPAR PWMs
5427	crowdsourced_diseases_top600.gmt	775	Epigenomics Roadmap HM ChIP-seq
5428	crowdsourced_diseases_top600.gmt	775	TargetScan microRNA
5429	crowdsourced_diseases_top600.gmt	775	ENCODE TF ChIP-seq 2015
5430	crowdsourced_diseases_top600.gmt	775	ENCODE Histone Modifications 2015
5431	crowdsourced_diseases_top600.gmt	775	Transcription Factor PPIs
5432	crowdsourced_diseases_top600.gmt	776	ChEA
5433	crowdsourced_diseases_top600.gmt	776	TRANSFAC and JASPAR PWMs
5434	crowdsourced_diseases_top600.gmt	776	Epigenomics Roadmap HM ChIP-seq
5435	crowdsourced_diseases_top600.gmt	776	TargetScan microRNA
5436	crowdsourced_diseases_top600.gmt	776	ENCODE TF ChIP-seq 2015
5437	crowdsourced_diseases_top600.gmt	776	ENCODE Histone Modifications 2015
5438	crowdsourced_diseases_top600.gmt	776	Transcription Factor PPIs
5439	crowdsourced_diseases_top600.gmt	777	ChEA
5440	crowdsourced_diseases_top600.gmt	777	TRANSFAC and JASPAR PWMs
5441	crowdsourced_diseases_top600.gmt	777	Epigenomics Roadmap HM ChIP-seq
5442	crowdsourced_diseases_top600.gmt	777	TargetScan microRNA
5443	crowdsourced_diseases_top600.gmt	777	ENCODE TF ChIP-seq 2015
5444	crowdsourced_diseases_top600.gmt	777	ENCODE Histone Modifications 2015
5445	crowdsourced_diseases_top600.gmt	777	Transcription Factor PPIs
5446	crowdsourced_diseases_top600.gmt	778	ChEA
5447	crowdsourced_diseases_top600.gmt	778	TRANSFAC and JASPAR PWMs
5448	crowdsourced_diseases_top600.gmt	778	Epigenomics Roadmap HM ChIP-seq
5449	crowdsourced_diseases_top600.gmt	778	TargetScan microRNA
5450	crowdsourced_diseases_top600.gmt	778	ENCODE TF ChIP-seq 2015
5451	crowdsourced_diseases_top600.gmt	778	ENCODE Histone Modifications 2015
5452	crowdsourced_diseases_top600.gmt	778	Transcription Factor PPIs
5453	crowdsourced_diseases_top600.gmt	779	ChEA
5454	crowdsourced_diseases_top600.gmt	779	TRANSFAC and JASPAR PWMs
5455	crowdsourced_diseases_top600.gmt	779	Epigenomics Roadmap HM ChIP-seq
5456	crowdsourced_diseases_top600.gmt	779	TargetScan microRNA
5457	crowdsourced_diseases_top600.gmt	779	ENCODE TF ChIP-seq 2015
5458	crowdsourced_diseases_top600.gmt	779	ENCODE Histone Modifications 2015
5459	crowdsourced_diseases_top600.gmt	779	Transcription Factor PPIs
5460	crowdsourced_diseases_top600.gmt	780	ChEA
5461	crowdsourced_diseases_top600.gmt	780	TRANSFAC and JASPAR PWMs
5462	crowdsourced_diseases_top600.gmt	780	Epigenomics Roadmap HM ChIP-seq
5463	crowdsourced_diseases_top600.gmt	780	TargetScan microRNA
5464	crowdsourced_diseases_top600.gmt	780	ENCODE TF ChIP-seq 2015
5465	crowdsourced_diseases_top600.gmt	780	ENCODE Histone Modifications 2015
5466	crowdsourced_diseases_top600.gmt	780	Transcription Factor PPIs
5467	crowdsourced_diseases_top600.gmt	781	ChEA
5468	crowdsourced_diseases_top600.gmt	781	TRANSFAC and JASPAR PWMs
5469	crowdsourced_diseases_top600.gmt	781	Epigenomics Roadmap HM ChIP-seq
5470	crowdsourced_diseases_top600.gmt	781	TargetScan microRNA
5471	crowdsourced_diseases_top600.gmt	781	ENCODE TF ChIP-seq 2015
5472	crowdsourced_diseases_top600.gmt	781	ENCODE Histone Modifications 2015
5473	crowdsourced_diseases_top600.gmt	781	Transcription Factor PPIs
5474	crowdsourced_diseases_top600.gmt	782	ChEA
5475	crowdsourced_diseases_top600.gmt	782	TRANSFAC and JASPAR PWMs
5476	crowdsourced_diseases_top600.gmt	782	Epigenomics Roadmap HM ChIP-seq
5477	crowdsourced_diseases_top600.gmt	782	TargetScan microRNA
5478	crowdsourced_diseases_top600.gmt	782	ENCODE TF ChIP-seq 2015
5479	crowdsourced_diseases_top600.gmt	782	ENCODE Histone Modifications 2015
5480	crowdsourced_diseases_top600.gmt	782	Transcription Factor PPIs
5481	crowdsourced_diseases_top600.gmt	783	ChEA
5482	crowdsourced_diseases_top600.gmt	783	TRANSFAC and JASPAR PWMs
5483	crowdsourced_diseases_top600.gmt	783	Epigenomics Roadmap HM ChIP-seq
5484	crowdsourced_diseases_top600.gmt	783	TargetScan microRNA
5485	crowdsourced_diseases_top600.gmt	783	ENCODE TF ChIP-seq 2015
5486	crowdsourced_diseases_top600.gmt	783	ENCODE Histone Modifications 2015
5487	crowdsourced_diseases_top600.gmt	783	Transcription Factor PPIs
5488	crowdsourced_diseases_top600.gmt	784	ChEA
5489	crowdsourced_diseases_top600.gmt	784	TRANSFAC and JASPAR PWMs
5490	crowdsourced_diseases_top600.gmt	784	Epigenomics Roadmap HM ChIP-seq
5491	crowdsourced_diseases_top600.gmt	784	TargetScan microRNA
5492	crowdsourced_diseases_top600.gmt	784	ENCODE TF ChIP-seq 2015
5493	crowdsourced_diseases_top600.gmt	784	ENCODE Histone Modifications 2015
5494	crowdsourced_diseases_top600.gmt	784	Transcription Factor PPIs
5495	crowdsourced_diseases_top600.gmt	785	ChEA
5496	crowdsourced_diseases_top600.gmt	785	TRANSFAC and JASPAR PWMs
5497	crowdsourced_diseases_top600.gmt	785	Epigenomics Roadmap HM ChIP-seq
5498	crowdsourced_diseases_top600.gmt	785	TargetScan microRNA
5499	crowdsourced_diseases_top600.gmt	785	ENCODE TF ChIP-seq 2015
5500	crowdsourced_diseases_top600.gmt	785	ENCODE Histone Modifications 2015
5501	crowdsourced_diseases_top600.gmt	785	Transcription Factor PPIs
5502	crowdsourced_diseases_top600.gmt	786	ChEA
5503	crowdsourced_diseases_top600.gmt	786	TRANSFAC and JASPAR PWMs
5504	crowdsourced_diseases_top600.gmt	786	Epigenomics Roadmap HM ChIP-seq
5505	crowdsourced_diseases_top600.gmt	786	TargetScan microRNA
5506	crowdsourced_diseases_top600.gmt	786	ENCODE TF ChIP-seq 2015
5507	crowdsourced_diseases_top600.gmt	786	ENCODE Histone Modifications 2015
5508	crowdsourced_diseases_top600.gmt	786	Transcription Factor PPIs
5509	crowdsourced_diseases_top600.gmt	787	ChEA
5510	crowdsourced_diseases_top600.gmt	787	TRANSFAC and JASPAR PWMs
5511	crowdsourced_diseases_top600.gmt	787	Epigenomics Roadmap HM ChIP-seq
5512	crowdsourced_diseases_top600.gmt	787	TargetScan microRNA
5513	crowdsourced_diseases_top600.gmt	787	ENCODE TF ChIP-seq 2015
5514	crowdsourced_diseases_top600.gmt	787	ENCODE Histone Modifications 2015
5515	crowdsourced_diseases_top600.gmt	787	Transcription Factor PPIs
5516	crowdsourced_diseases_top600.gmt	788	ChEA
5517	crowdsourced_diseases_top600.gmt	788	TRANSFAC and JASPAR PWMs
5518	crowdsourced_diseases_top600.gmt	788	Epigenomics Roadmap HM ChIP-seq
5519	crowdsourced_diseases_top600.gmt	788	TargetScan microRNA
5520	crowdsourced_diseases_top600.gmt	788	ENCODE TF ChIP-seq 2015
5521	crowdsourced_diseases_top600.gmt	788	ENCODE Histone Modifications 2015
5522	crowdsourced_diseases_top600.gmt	788	Transcription Factor PPIs
5523	crowdsourced_diseases_top600.gmt	789	ChEA
5524	crowdsourced_diseases_top600.gmt	789	TRANSFAC and JASPAR PWMs
5525	crowdsourced_diseases_top600.gmt	789	Epigenomics Roadmap HM ChIP-seq
5526	crowdsourced_diseases_top600.gmt	789	TargetScan microRNA
5527	crowdsourced_diseases_top600.gmt	789	ENCODE TF ChIP-seq 2015
5528	crowdsourced_diseases_top600.gmt	789	ENCODE Histone Modifications 2015
5529	crowdsourced_diseases_top600.gmt	789	Transcription Factor PPIs
5530	crowdsourced_diseases_top600.gmt	790	ChEA
5531	crowdsourced_diseases_top600.gmt	790	TRANSFAC and JASPAR PWMs
5532	crowdsourced_diseases_top600.gmt	790	Epigenomics Roadmap HM ChIP-seq
5533	crowdsourced_diseases_top600.gmt	790	TargetScan microRNA
5534	crowdsourced_diseases_top600.gmt	790	ENCODE TF ChIP-seq 2015
5535	crowdsourced_diseases_top600.gmt	790	ENCODE Histone Modifications 2015
5536	crowdsourced_diseases_top600.gmt	790	Transcription Factor PPIs
5537	crowdsourced_diseases_top600.gmt	791	ChEA
5538	crowdsourced_diseases_top600.gmt	791	TRANSFAC and JASPAR PWMs
5539	crowdsourced_diseases_top600.gmt	791	Epigenomics Roadmap HM ChIP-seq
5540	crowdsourced_diseases_top600.gmt	791	TargetScan microRNA
5541	crowdsourced_diseases_top600.gmt	791	ENCODE TF ChIP-seq 2015
5542	crowdsourced_diseases_top600.gmt	791	ENCODE Histone Modifications 2015
5543	crowdsourced_diseases_top600.gmt	791	Transcription Factor PPIs
5544	crowdsourced_diseases_top600.gmt	792	ChEA
5545	crowdsourced_diseases_top600.gmt	792	TRANSFAC and JASPAR PWMs
5546	crowdsourced_diseases_top600.gmt	792	Epigenomics Roadmap HM ChIP-seq
5547	crowdsourced_diseases_top600.gmt	792	TargetScan microRNA
5548	crowdsourced_diseases_top600.gmt	792	ENCODE TF ChIP-seq 2015
5549	crowdsourced_diseases_top600.gmt	792	ENCODE Histone Modifications 2015
5550	crowdsourced_diseases_top600.gmt	792	Transcription Factor PPIs
5551	crowdsourced_diseases_top600.gmt	793	ChEA
5552	crowdsourced_diseases_top600.gmt	793	TRANSFAC and JASPAR PWMs
5553	crowdsourced_diseases_top600.gmt	793	Epigenomics Roadmap HM ChIP-seq
5554	crowdsourced_diseases_top600.gmt	793	TargetScan microRNA
5555	crowdsourced_diseases_top600.gmt	793	ENCODE TF ChIP-seq 2015
5556	crowdsourced_diseases_top600.gmt	793	ENCODE Histone Modifications 2015
5557	crowdsourced_diseases_top600.gmt	793	Transcription Factor PPIs
5558	crowdsourced_diseases_top600.gmt	794	ChEA
5559	crowdsourced_diseases_top600.gmt	794	TRANSFAC and JASPAR PWMs
5560	crowdsourced_diseases_top600.gmt	794	Epigenomics Roadmap HM ChIP-seq
5561	crowdsourced_diseases_top600.gmt	794	TargetScan microRNA
5562	crowdsourced_diseases_top600.gmt	794	ENCODE TF ChIP-seq 2015
5563	crowdsourced_diseases_top600.gmt	794	ENCODE Histone Modifications 2015
5564	crowdsourced_diseases_top600.gmt	794	Transcription Factor PPIs
5565	crowdsourced_diseases_top600.gmt	795	ChEA
5566	crowdsourced_diseases_top600.gmt	795	TRANSFAC and JASPAR PWMs
5567	crowdsourced_diseases_top600.gmt	795	Epigenomics Roadmap HM ChIP-seq
5568	crowdsourced_diseases_top600.gmt	795	TargetScan microRNA
5569	crowdsourced_diseases_top600.gmt	795	ENCODE TF ChIP-seq 2015
5570	crowdsourced_diseases_top600.gmt	795	ENCODE Histone Modifications 2015
5571	crowdsourced_diseases_top600.gmt	795	Transcription Factor PPIs
5572	crowdsourced_diseases_top600.gmt	796	ChEA
5573	crowdsourced_diseases_top600.gmt	796	TRANSFAC and JASPAR PWMs
5574	crowdsourced_diseases_top600.gmt	796	Epigenomics Roadmap HM ChIP-seq
5575	crowdsourced_diseases_top600.gmt	796	TargetScan microRNA
5576	crowdsourced_diseases_top600.gmt	796	ENCODE TF ChIP-seq 2015
5577	crowdsourced_diseases_top600.gmt	796	ENCODE Histone Modifications 2015
5578	crowdsourced_diseases_top600.gmt	796	Transcription Factor PPIs
5579	crowdsourced_diseases_top600.gmt	797	ChEA
5580	crowdsourced_diseases_top600.gmt	797	TRANSFAC and JASPAR PWMs
5581	crowdsourced_diseases_top600.gmt	797	Epigenomics Roadmap HM ChIP-seq
5582	crowdsourced_diseases_top600.gmt	797	TargetScan microRNA
5583	crowdsourced_diseases_top600.gmt	797	ENCODE TF ChIP-seq 2015
5584	crowdsourced_diseases_top600.gmt	797	ENCODE Histone Modifications 2015
5585	crowdsourced_diseases_top600.gmt	797	Transcription Factor PPIs
5586	crowdsourced_diseases_top600.gmt	798	ChEA
5587	crowdsourced_diseases_top600.gmt	798	TRANSFAC and JASPAR PWMs
5588	crowdsourced_diseases_top600.gmt	798	Epigenomics Roadmap HM ChIP-seq
5589	crowdsourced_diseases_top600.gmt	798	TargetScan microRNA
5590	crowdsourced_diseases_top600.gmt	798	ENCODE TF ChIP-seq 2015
5591	crowdsourced_diseases_top600.gmt	798	ENCODE Histone Modifications 2015
5592	crowdsourced_diseases_top600.gmt	798	Transcription Factor PPIs
5593	crowdsourced_diseases_top600.gmt	799	ChEA
5594	crowdsourced_diseases_top600.gmt	799	TRANSFAC and JASPAR PWMs
5595	crowdsourced_diseases_top600.gmt	799	Epigenomics Roadmap HM ChIP-seq
5596	crowdsourced_diseases_top600.gmt	799	TargetScan microRNA
5597	crowdsourced_diseases_top600.gmt	799	ENCODE TF ChIP-seq 2015
5598	crowdsourced_diseases_top600.gmt	799	ENCODE Histone Modifications 2015
5599	crowdsourced_diseases_top600.gmt	799	Transcription Factor PPIs
5600	crowdsourced_diseases_top600.gmt	800	ChEA
5601	crowdsourced_diseases_top600.gmt	800	TRANSFAC and JASPAR PWMs
5602	crowdsourced_diseases_top600.gmt	800	Epigenomics Roadmap HM ChIP-seq
5603	crowdsourced_diseases_top600.gmt	800	TargetScan microRNA
5604	crowdsourced_diseases_top600.gmt	800	ENCODE TF ChIP-seq 2015
5605	crowdsourced_diseases_top600.gmt	800	ENCODE Histone Modifications 2015
5606	crowdsourced_diseases_top600.gmt	800	Transcription Factor PPIs
5607	crowdsourced_diseases_top600.gmt	801	ChEA
5608	crowdsourced_diseases_top600.gmt	801	TRANSFAC and JASPAR PWMs
5609	crowdsourced_diseases_top600.gmt	801	Epigenomics Roadmap HM ChIP-seq
5610	crowdsourced_diseases_top600.gmt	801	TargetScan microRNA
5611	crowdsourced_diseases_top600.gmt	801	ENCODE TF ChIP-seq 2015
5612	crowdsourced_diseases_top600.gmt	801	ENCODE Histone Modifications 2015
5613	crowdsourced_diseases_top600.gmt	801	Transcription Factor PPIs
5614	crowdsourced_diseases_top600.gmt	802	ChEA
5615	crowdsourced_diseases_top600.gmt	802	TRANSFAC and JASPAR PWMs
5616	crowdsourced_diseases_top600.gmt	802	Epigenomics Roadmap HM ChIP-seq
5617	crowdsourced_diseases_top600.gmt	802	TargetScan microRNA
5618	crowdsourced_diseases_top600.gmt	802	ENCODE TF ChIP-seq 2015
5619	crowdsourced_diseases_top600.gmt	802	ENCODE Histone Modifications 2015
5620	crowdsourced_diseases_top600.gmt	802	Transcription Factor PPIs
5621	crowdsourced_diseases_top600.gmt	803	ChEA
5622	crowdsourced_diseases_top600.gmt	803	TRANSFAC and JASPAR PWMs
5623	crowdsourced_diseases_top600.gmt	803	Epigenomics Roadmap HM ChIP-seq
5624	crowdsourced_diseases_top600.gmt	803	TargetScan microRNA
5625	crowdsourced_diseases_top600.gmt	803	ENCODE TF ChIP-seq 2015
5626	crowdsourced_diseases_top600.gmt	803	ENCODE Histone Modifications 2015
5627	crowdsourced_diseases_top600.gmt	803	Transcription Factor PPIs
5628	crowdsourced_diseases_top600.gmt	804	ChEA
5629	crowdsourced_diseases_top600.gmt	804	TRANSFAC and JASPAR PWMs
5630	crowdsourced_diseases_top600.gmt	804	Epigenomics Roadmap HM ChIP-seq
5631	crowdsourced_diseases_top600.gmt	804	TargetScan microRNA
5632	crowdsourced_diseases_top600.gmt	804	ENCODE TF ChIP-seq 2015
5633	crowdsourced_diseases_top600.gmt	804	ENCODE Histone Modifications 2015
5634	crowdsourced_diseases_top600.gmt	804	Transcription Factor PPIs
5635	crowdsourced_diseases_top600.gmt	805	ChEA
5636	crowdsourced_diseases_top600.gmt	805	TRANSFAC and JASPAR PWMs
5637	crowdsourced_diseases_top600.gmt	805	Epigenomics Roadmap HM ChIP-seq
5638	crowdsourced_diseases_top600.gmt	805	TargetScan microRNA
5639	crowdsourced_diseases_top600.gmt	805	ENCODE TF ChIP-seq 2015
5640	crowdsourced_diseases_top600.gmt	805	ENCODE Histone Modifications 2015
5641	crowdsourced_diseases_top600.gmt	805	Transcription Factor PPIs
5642	crowdsourced_diseases_top600.gmt	806	ChEA
5643	crowdsourced_diseases_top600.gmt	806	TRANSFAC and JASPAR PWMs
5644	crowdsourced_diseases_top600.gmt	806	Epigenomics Roadmap HM ChIP-seq
5645	crowdsourced_diseases_top600.gmt	806	TargetScan microRNA
5646	crowdsourced_diseases_top600.gmt	806	ENCODE TF ChIP-seq 2015
5647	crowdsourced_diseases_top600.gmt	806	ENCODE Histone Modifications 2015
5648	crowdsourced_diseases_top600.gmt	806	Transcription Factor PPIs
5649	crowdsourced_diseases_top600.gmt	807	ChEA
5650	crowdsourced_diseases_top600.gmt	807	TRANSFAC and JASPAR PWMs
5651	crowdsourced_diseases_top600.gmt	807	Epigenomics Roadmap HM ChIP-seq
5652	crowdsourced_diseases_top600.gmt	807	TargetScan microRNA
5653	crowdsourced_diseases_top600.gmt	807	ENCODE TF ChIP-seq 2015
5654	crowdsourced_diseases_top600.gmt	807	ENCODE Histone Modifications 2015
5655	crowdsourced_diseases_top600.gmt	807	Transcription Factor PPIs
5656	crowdsourced_diseases_top600.gmt	808	ChEA
5657	crowdsourced_diseases_top600.gmt	808	TRANSFAC and JASPAR PWMs
5658	crowdsourced_diseases_top600.gmt	808	Epigenomics Roadmap HM ChIP-seq
5659	crowdsourced_diseases_top600.gmt	808	TargetScan microRNA
5660	crowdsourced_diseases_top600.gmt	808	ENCODE TF ChIP-seq 2015
5661	crowdsourced_diseases_top600.gmt	808	ENCODE Histone Modifications 2015
5662	crowdsourced_diseases_top600.gmt	808	Transcription Factor PPIs
5663	crowdsourced_diseases_top600.gmt	809	ChEA
5664	crowdsourced_diseases_top600.gmt	809	TRANSFAC and JASPAR PWMs
5665	crowdsourced_diseases_top600.gmt	809	Epigenomics Roadmap HM ChIP-seq
5666	crowdsourced_diseases_top600.gmt	809	TargetScan microRNA
5667	crowdsourced_diseases_top600.gmt	809	ENCODE TF ChIP-seq 2015
5668	crowdsourced_diseases_top600.gmt	809	ENCODE Histone Modifications 2015
5669	crowdsourced_diseases_top600.gmt	809	Transcription Factor PPIs
5670	crowdsourced_diseases_top600.gmt	810	ChEA
5671	crowdsourced_diseases_top600.gmt	810	TRANSFAC and JASPAR PWMs
5672	crowdsourced_diseases_top600.gmt	810	Epigenomics Roadmap HM ChIP-seq
5673	crowdsourced_diseases_top600.gmt	810	TargetScan microRNA
5674	crowdsourced_diseases_top600.gmt	810	ENCODE TF ChIP-seq 2015
5675	crowdsourced_diseases_top600.gmt	810	ENCODE Histone Modifications 2015
5676	crowdsourced_diseases_top600.gmt	810	Transcription Factor PPIs
5677	crowdsourced_diseases_top600.gmt	811	ChEA
5678	crowdsourced_diseases_top600.gmt	811	TRANSFAC and JASPAR PWMs
5679	crowdsourced_diseases_top600.gmt	811	Epigenomics Roadmap HM ChIP-seq
5680	crowdsourced_diseases_top600.gmt	811	TargetScan microRNA
5681	crowdsourced_diseases_top600.gmt	811	ENCODE TF ChIP-seq 2015
5682	crowdsourced_diseases_top600.gmt	811	ENCODE Histone Modifications 2015
5683	crowdsourced_diseases_top600.gmt	811	Transcription Factor PPIs
5684	crowdsourced_diseases_top600.gmt	812	ChEA
5685	crowdsourced_diseases_top600.gmt	812	TRANSFAC and JASPAR PWMs
5686	crowdsourced_diseases_top600.gmt	812	Epigenomics Roadmap HM ChIP-seq
5687	crowdsourced_diseases_top600.gmt	812	TargetScan microRNA
5688	crowdsourced_diseases_top600.gmt	812	ENCODE TF ChIP-seq 2015
5689	crowdsourced_diseases_top600.gmt	812	ENCODE Histone Modifications 2015
5690	crowdsourced_diseases_top600.gmt	812	Transcription Factor PPIs
5691	crowdsourced_diseases_top600.gmt	813	ChEA
5692	crowdsourced_diseases_top600.gmt	813	TRANSFAC and JASPAR PWMs
5693	crowdsourced_diseases_top600.gmt	813	Epigenomics Roadmap HM ChIP-seq
5694	crowdsourced_diseases_top600.gmt	813	TargetScan microRNA
5695	crowdsourced_diseases_top600.gmt	813	ENCODE TF ChIP-seq 2015
5696	crowdsourced_diseases_top600.gmt	813	ENCODE Histone Modifications 2015
5697	crowdsourced_diseases_top600.gmt	813	Transcription Factor PPIs
5698	crowdsourced_diseases_top600.gmt	814	ChEA
5699	crowdsourced_diseases_top600.gmt	814	TRANSFAC and JASPAR PWMs
5700	crowdsourced_diseases_top600.gmt	814	Epigenomics Roadmap HM ChIP-seq
5701	crowdsourced_diseases_top600.gmt	814	TargetScan microRNA
5702	crowdsourced_diseases_top600.gmt	814	ENCODE TF ChIP-seq 2015
5703	crowdsourced_diseases_top600.gmt	814	ENCODE Histone Modifications 2015
5704	crowdsourced_diseases_top600.gmt	814	Transcription Factor PPIs
5705	crowdsourced_diseases_top600.gmt	815	ChEA
5706	crowdsourced_diseases_top600.gmt	815	TRANSFAC and JASPAR PWMs
5707	crowdsourced_diseases_top600.gmt	815	Epigenomics Roadmap HM ChIP-seq
5708	crowdsourced_diseases_top600.gmt	815	TargetScan microRNA
